Data from 1_15-43-59-491.txt Node
Date: Sun Mar 31 15:43:59 CEST 2019
User: Burggraaff
Spectrometer: 
Trigger mode: 4
Integration Time (sec): 8.110000E-1
Scans to average: 25
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.948	-57.07
179.326	-57.07
179.704	-57.07
180.082	-116.29
180.46	-112.43
180.838	431.12
181.216	-54.61
181.594	-101.79
181.972	-46.28
182.35	-109.81
182.728	-107.34
183.106	90.19
183.484	-94.85
183.861	47.78
184.239	-86.53
184.617	52.1
184.995	-82.21
185.372	-8.96
185.75	-55.69
186.128	-4.65
186.505	590.88
186.883	-28.24
187.261	-32.09
187.638	-22.38
188.016	-18.06
188.393	85.41
188.771	41.15
189.148	33.13
189.525	84.02
189.903	75.69
190.28	106.07
190.658	57.03
191.035	101.14
191.412	136.45
191.789	83.71
192.167	65.52
192.544	55.8
192.921	50.25
193.298	144.62
193.675	72.92
194.052	288.95
194.429	290.65
194.806	104.07
195.183	1186.86
195.56	202.6
195.937	155.72
196.314	168.52
196.691	147.09
197.068	75.38
197.445	185.02
197.822	78.31
198.198	80.01
198.575	231.28
198.952	75.69
199.329	145.08
199.705	89.73
200.082	149.86
200.459	218.64
200.835	85.1
201.212	78.62
201.588	76.77
201.965	230.05
202.341	171.45
202.718	163.43
203.094	211.54
203.47	92.81
203.847	82.17
204.223	61.51
204.599	844.53
204.976	131.2
205.352	162.04
205.728	499.9
206.104	93.43
206.481	137.37
206.857	64.44
207.233	145.85
207.609	71.99
207.985	83.4
208.361	100.52
208.737	71.68
209.113	71.07
209.489	138.91
209.865	300.36
210.241	90.34
210.617	93.12
210.993	420.18
211.368	162.2
211.744	1210.91
212.12	153.26
212.496	261.81
212.871	143.54
213.247	331.97
213.623	230.97
213.998	515.01
214.374	177.77
214.749	506.37
215.125	93.27
215.5	139.99
215.876	76.93
216.251	163.12
216.627	160.04
217.002	157.11
217.377	127.5
217.753	89.42
218.128	77.08
218.503	71.38
218.879	81.86
219.254	72.45
219.629	145.7
220.004	496.04
220.379	160.97
220.754	129.51
221.13	76.93
221.505	162.35
221.88	140.61
222.255	75.38
222.63	141.23
223.004	90.03
223.379	74
223.754	62.89
224.129	203.68
224.504	201.98
224.879	74
225.253	160.97
225.628	82.02
226.003	158.96
226.378	90.5
226.752	93.58
227.127	81.86
227.501	74.61
227.876	603.83
228.251	105.92
228.625	94.35
229	76
229.374	249.01
229.748	288.8
230.123	150.48
230.497	212.47
230.871	313.01
231.246	104.07
231.62	210.31
231.994	520.25
232.369	194.58
232.743	123.8
233.117	87.26
233.491	472.76
233.865	102.22
234.239	176.08
234.613	163.74
234.987	167.75
235.361	222.34
235.735	151.87
236.109	312.24
236.483	101.44
236.857	220.18
237.231	66.44
237.605	56.57
237.978	76.93
238.352	170.99
238.726	102.37
239.099	88.34
239.473	101.14
239.847	84.48
240.22	77.7
240.594	160.66
240.968	88.95
241.341	161.58
241.715	71.38
242.088	86.18
242.461	85.87
242.835	535.52
243.208	833.89
243.582	134.6
243.955	161.27
244.328	224.5
244.701	277.54
245.075	217.4
245.448	85.72
245.821	78.78
246.194	134.29
246.567	90.19
246.94	803.21
247.313	114.4
247.686	90.34
248.059	478.77
248.432	164.82
248.805	119.49
249.178	89.73
249.551	79.55
249.924	82.94
250.297	102.52
250.67	109
251.042	102.83
251.415	95.43
251.788	86.33
252.16	61.2
252.533	80.01
252.906	98.21
253.278	102.22
253.651	92.65
254.023	241.61
254.396	259.04
254.768	94.97
255.141	104.22
255.513	77.85
255.886	56.73
256.258	679.54
256.63	344.93
257.002	232.51
257.375	142.92
257.747	161.43
258.119	228.35
258.491	130.9
258.863	168.21
259.236	193.66
259.608	96.05
259.98	137.99
260.352	109.15
260.724	101.75
261.096	155.88
261.468	92.35
261.839	116.4
262.211	189.18
262.583	165.13
262.955	88.18
263.327	65.82
263.699	156.34
264.07	78.93
264.442	146.62
264.814	195.35
265.185	353.56
265.557	193.19
265.928	107.92
266.3	337.52
266.671	179.47
267.043	175.15
267.414	209.08
267.786	91.88
268.157	196.28
268.529	140.15
268.9	85.56
269.271	149.55
269.642	174.23
270.014	118.41
270.385	92.19
270.756	158.19
271.127	174.84
271.498	177.16
271.869	161.58
272.24	104.68
272.611	216.48
272.982	92.04
273.353	113.01
273.724	54.41
274.095	176.69
274.466	161.89
274.837	108.07
275.208	113.16
275.579	80.78
275.949	108.85
276.32	150.33
276.691	137.37
277.061	514.85
277.432	180.09
277.803	1104.21
278.173	147.4
278.544	155.72
278.914	124.88
279.285	156.96
279.655	246.39
280.026	243.62
280.396	92.19
280.766	103.91
281.137	141.54
281.507	508.38
281.877	106.22
282.247	88.65
282.618	150.33
282.988	204.91
283.358	99.9
283.728	828.96
284.098	254.41
284.468	169.45
284.838	457.8
285.208	152.18
285.578	169.45
285.948	1089.1
286.318	140.15
286.688	82.02
287.058	76.77
287.427	83.71
287.797	172.38
288.167	153.41
288.537	325.81
288.906	131.05
289.276	672.45
289.646	117.48
290.015	100.36
290.385	82.17
290.754	85.1
291.124	96.97
291.493	189.03
291.863	144
292.232	592.57
292.601	217.56
292.971	111.93
293.34	776.69
293.709	223.11
294.078	672.14
294.448	214.47
294.817	229.58
295.186	163.43
295.555	184.56
295.924	243.93
296.293	192.42
296.662	190.42
297.031	176.85
297.4	123.8
297.769	178.7
298.138	175.46
298.507	103.45
298.876	422.03
299.245	129.82
299.613	100.67
299.982	93.27
300.351	268.44
300.719	150.63
301.088	240.53
301.457	122.72
301.825	231.9
302.194	95.28
302.562	100.52
302.931	221.87
303.299	130.74
303.668	674.14
304.036	222.65
304.405	159.58
304.773	154.33
305.141	307.61
305.509	201.37
305.878	170.06
306.246	177
306.614	302.98
306.982	121.34
307.35	267.06
307.718	178.54
308.086	182.55
308.454	125.81
308.822	189.34
309.19	197.82
309.558	110.23
309.926	88.8
310.294	174.38
310.662	119.02
311.03	130.13
311.397	255.95
311.765	297.74
312.133	160.5
312.501	170.22
312.868	181.17
313.236	92.35
313.603	196.89
313.971	86.18
314.338	178.24
314.706	185.64
315.073	288.49
315.441	361.12
315.808	98.51
316.175	175.31
316.543	749.39
316.91	119.79
317.277	171.3
317.645	83.56
318.012	102.68
318.379	95.12
318.746	153.41
319.113	113.16
319.48	83.09
319.847	135.52
320.214	737.37
320.581	275.84
320.948	207.23
321.315	111.78
321.682	329.81
322.049	204.14
322.415	106.69
322.782	102.52
323.149	153.87
323.516	121.64
323.882	99.29
324.249	84.94
324.616	104.53
324.982	151.87
325.349	97.44
325.715	100.98
326.082	96.36
326.448	185.95
326.815	172.68
327.181	177.16
327.547	636.06
327.914	277.69
328.28	188.26
328.646	113.63
329.012	103.76
329.379	166.83
329.745	123.65
330.111	485.71
330.477	118.56
330.843	190.42
331.209	113.78
331.575	152.18
331.941	104.68
332.307	104.53
332.673	114.24
333.039	146.78
333.404	216.94
333.77	107.77
334.136	97.28
334.502	132.59
334.867	76.31
335.233	185.17
335.599	181.63
335.964	164.51
336.33	91.58
336.695	219.56
337.061	333.82
337.426	314.39
337.792	168.21
338.157	119.49
338.523	179.32
338.888	199.05
339.253	118.41
339.618	242.23
339.984	191.96
340.349	97.13
340.714	96.82
341.079	233.29
341.444	101.6
341.809	255.64
342.174	199.05
342.539	122.11
342.904	91.27
343.269	181.47
343.634	185.95
343.999	98.67
344.364	180.55
344.729	107.15
345.094	317.94
345.458	335.52
345.823	182.55
346.188	173.3
346.552	190.11
346.917	127.5
347.282	118.25
347.646	121.18
348.011	592.57
348.375	142
348.74	111.31
349.104	192.88
349.468	118.87
349.833	228.35
350.197	141.54
350.561	127.97
350.926	115.32
351.29	184.56
351.654	202.91
352.018	138.76
352.382	123.49
352.746	183.94
353.11	218.79
353.474	263.66
353.838	188.88
354.202	148.32
354.566	169.91
354.93	136.45
355.294	101.44
355.658	117.79
356.021	207.53
356.385	111.93
356.749	191.81
357.113	269.52
357.476	197.51
357.84	209.69
358.203	216.17
358.567	135.37
358.93	146.47
359.294	109.46
359.657	161.89
360.021	152.02
360.384	127.04
360.747	143.85
361.111	151.87
361.474	298.2
361.837	147.86
362.201	152.48
362.564	167.13
362.927	238.99
363.29	239.76
363.653	153.72
364.016	167.13
364.379	236.52
364.742	245.16
365.105	303.75
365.468	183.32
365.831	289.88
366.194	238.22
366.556	799.51
366.919	222.18
367.282	261.97
367.645	324.11
368.007	184.25
368.37	270.91
368.732	236.68
369.095	214.47
369.458	319.95
369.82	191.03
370.182	257.65
370.545	211.85
370.907	284.79
371.27	283.4
371.632	223.42
371.994	288.64
372.357	1001.05
372.719	236.37
373.081	224.34
373.443	325.5
373.805	311.93
374.167	285.87
374.529	383.78
374.891	407.22
375.253	297.59
375.615	564.97
375.977	283.25
376.339	365.28
376.701	321.95
377.063	279.24
377.424	277.85
377.786	290.65
378.148	541.38
378.51	315.47
378.871	318.87
379.233	396.74
379.594	328.27
379.956	352.17
380.317	422.49
380.679	404.76
381.04	370.52
381.402	512.39
381.763	507.14
382.124	379.47
382.486	456.57
382.847	517.48
383.208	480.01
383.569	402.6
383.931	521.64
384.292	418.17
384.653	590.41
385.014	444.23
385.375	435.13
385.736	462.73
386.097	452.56
386.458	488.02
386.819	1290.94
387.179	664.27
387.54	565.28
387.901	540.14
388.262	581.16
388.622	564.2
388.983	670.44
389.344	521.95
389.704	542.92
390.065	541.99
390.425	563.43
390.786	611.54
391.146	570.37
391.507	582.55
391.867	866.43
392.228	639.45
392.588	606.3
392.948	612.15
393.308	629.58
393.669	740.14
394.029	1219.24
394.389	706.22
394.749	680.16
395.109	761.42
395.469	678.77
395.829	887.71
396.189	739.52
396.549	712.23
396.909	826.03
397.269	851.78
397.629	774.37
397.988	857.18
398.348	797.35
398.708	893.11
399.068	976.53
399.427	948.46
399.787	960.49
400.146	875.07
400.506	958.64
400.866	1023.25
401.225	898.04
401.584	916.08
401.944	963.11
402.303	1007.37
402.663	964.96
403.022	980.69
403.381	1201.04
403.74	1010.61
404.1	1018.32
404.459	1121.94
404.818	1291.71
405.177	1163.57
405.536	1188.4
405.895	1400.43
406.254	1164.81
406.613	1163.11
406.972	1159.56
407.331	1224.48
407.69	1338.44
408.048	1228.8
408.407	1315.46
408.766	1368.66
409.125	1717.31
409.483	1505.74
409.842	1833.88
410.2	1665.34
410.559	1437.12
410.918	1331.04
411.276	1401.2
411.634	1528.72
411.993	2126.55
412.351	1686.16
412.71	1446.22
413.068	1450.69
413.426	1590.4
413.784	1512.22
414.143	1523.01
414.501	1577.91
414.859	1679.37
415.217	1752.46
415.575	1626.79
